userWallet,total_deposit_usd,deposit_count,avg_borrow_rate,total_redeemunderlying_usd,redeemunderlying_count,total_borrow_usd,total_repay_usd,borrow_count,repay_count,total_liquidationcall_usd,liquidationcall_count,liquidation_count
0x00027e45436f11ec8549b7d5e0b86748ee61c13d,1.0112506095471125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0003816b25fd3d6c112eb65c089760fa3f791947,7122699059900504.0,1.0,4.398798396384306e+25,7118472277000015.0,1.0,2946593000000001.0,2946950500000006.0,1.0,1.0,0.0,0.0,0.0
0x0003bbb966655dc0fbbb380797b07fc547e9ddc5,33171007704367.742,12.0,4.327563551290545e+25,518709516654908.56,20.0,917.4028183810866,0.0,5.0,0.0,0.0,0.0,0.0
0x0003d4fb942d0cad7fa1b658ad6d46ef6c15f11b,1049.493536649711,1.0,0.0,1049.4937715306417,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0003f46779806fe779e7f30eec95dbdb4d45840b,2186.046136065428,8.0,3.386720657815009e+25,1399.922022756632,5.0,2095.927039250547,1474.2672201061496,6.0,5.0,0.0,0.0,0.0
0x0004849537dab5c33fc8c494d05313dfbe2d99f3,994.0621402142455,2.0,3.886233124341858e+25,1335.6428532248508,4.0,505.6751402199634,543.4854055313201,3.0,1.0,0.0,0.0,0.0
0x0004a89403e17f544bfbd25ecb1a7d9215a1d61b,2741759361949003.0,1.0,3.8583327718987968e+25,0.0,0.0,518.3127324254524,0.0,1.0,0.0,0.0,0.0,0.0
0x0004d4112ee696dabc22b221bef156ecdaeb1a59,35395717480350.12,2.0,6.070465528075566e+25,35395703322063.125,2.0,22653259187424.074,22653259187424.074,1.0,1.0,0.0,0.0,0.0
0x0005696d4be2359526c497fe4a4c0620b41f2426,735687320698561.5,1.0,4.518833625894932e+25,849860834336327.4,4.0,593.7611376147482,592.9530021211906,1.0,1.0,0.0,0.0,0.0
0x000660cad76200a2e326f53e033919905e6c50f5,1.0648525755563298,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x00069a4bf1b2a8d5eded8e91347dbaa70796ff54,1153676531039.4421,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x00080000158a9930aeb508823103b0a977161c47,2617513598912.1426,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x00099b1263c22ae2ce0a52624cef2a012e751970,1058147343307.2289,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0009ce45d5df78e632a0b4987079432dfba2253a,32446847156.000053,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x000a27ba176083e4b50177378cbe7469a00dd557,277.8849972393591,4.0,3.9209514369563105e+25,276.87438607237016,4.0,160.38631003803744,160.22581757470167,2.0,2.0,0.0,0.0,0.0
0x000a3d1bef684a7c029267a26068de56b1c1b4dc,1.932663909054446e+16,18.0,5.10563406545716e+25,3.2743904255659924e+16,12.0,73564641652974.1,13381.494379508396,8.0,5.0,0.0,0.0,0.0
0x000ab43e658935ba39504a1424b01756c1e9644c,113652379383.43968,1.0,4.952357396409995e+25,0.0,0.0,11365237938.343967,0.0,1.0,0.0,0.0,0.0,0.0
0x000bc61d0a2dfee19346ad4d1fce2fa3c099e0cb,273511544478460.5,49.0,0.0,347968474267158.7,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x000c8e2871750f458bf1de8ab528dda09bc95db6,5480588573862458.0,1.0,3.608040323337712e+25,5480588573862458.0,1.0,2366767191230522.0,2366767191230522.0,1.0,1.0,0.0,0.0,0.0
0x000cdb5d7a2cda2947603f2993f05db57e3197dc,187610630403321.75,20.0,4.042821200972678e+25,174357430362054.97,14.0,963.8765146793129,933.0977900335209,20.0,17.0,0.0,0.0,0.0
0x000cef8f0ab0a2fadbecaeb92e8781ab3e04b01e,282105637602505.25,4.0,2.783381542724043e+25,0.0,0.0,40.10267633402085,40.31433339845018,1.0,1.0,0.0,0.0,0.0
0x000d0ccd6b0e27ce38018b1304ef4f2cd345b636,1218108806.2153707,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x000dd5baf04ffe492508f5f45ac3d9374b193f57,139205585052.03293,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x000deb0c92e6d3da7f77ed01b8473b3f7f4efc39,760406186165331.4,1.0,3.615911423882226e+25,502.2313169970222,2.0,886.7244790708098,503.6501564107848,3.0,2.0,0.0,0.0,0.0
0x000df66a4ac5991f672ae2db1e8fc38f1e7d46d9,7053997334319022.0,6.0,0.0,3355413476262104.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x000e840a3122ec28d0c29321db172375cb049762,700190083689281.0,5.0,3.743137390565651e+25,267.2482136741055,1.0,216.8257036891647,217.3913973215126,2.0,2.0,0.0,0.0,0.0
0x000e9bd1d42999446d60ff60f1fb3afb13604202,66654123810212.97,8.0,3.870548051295734e+25,40909209225899.26,4.0,34.630956155900854,35.37800801727156,6.0,4.0,0.0,0.0,0.0
0x000eab293e332bd6e67018a9150e8807bfac3233,1097254760600.487,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x000f3b3cba440b4bd611d2ac4b6271400fb1e4e1,102377389231888.67,1.0,0.0,82488861486827.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x000f4432a40560bbff1b581a8b7aded8dab80026,3.1488764002887656e+16,7.0,1.267383875494801e+26,3.5389388645162836e+16,9.0,17603.97911970302,17566.377247476397,6.0,3.0,0.0,0.0,0.0
0x000f7f22bfc28d940d4b68e13213ab17cf107790,4.094270498824155e+19,26.0,5.106315459531985e+25,4.077799057890071e+19,15.0,3.443628028011005e+19,3.433472565069429e+19,19.0,13.0,0.0,0.0,0.0
0x000f908720f9ce164d90f4fc89459fab4442907f,1533514206332144.0,32.0,3.8534632949110383e+25,1530030018753523.0,17.0,796443100395630.6,792775870146905.4,30.0,17.0,0.0,0.0,0.0
0x000fbfec300959d0f2f327728a889c1f5de8e2df,591428253568978.1,3.0,3.85204834247224e+25,350145507003633.0,3.0,140010630600290.28,139700011487765.88,1.0,1.0,0.0,0.0,0.0
0x0011730224657eb527cf736039854c3a3f140e63,1507324205025001.8,1.0,1.2066034600854454e+26,1520678661300002.0,1.0,738025356182590.2,738025356182590.2,1.0,1.0,0.0,0.0,0.0
0x00120ea6fdbaf057eadc1bd149f957488444e92c,261125891711734.03,2.0,3.846623134350643e+25,0.0,0.0,2.6029677882195146,2.6163774015531502,1.0,1.0,0.0,0.0,0.0
0x0012668072f7e0579caf7e047713d8b6d476d0db,2296181487521.5225,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x00129c4ce6be31b273de64c65ff3fcdd4706a002,1.838633810321085e+16,101.0,4.980792644861502e+25,3814981339337054.5,11.0,4965173744632387.0,935131957295062.5,24.0,93.0,0.0,2.0,2.0
0x0012a7f00af8a643ba5a6aa187f915b4c13289df,0.0,0.0,0.0,9901298877476.562,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x00130437654e7e86cbbeeaf34f4771df6a1fb45c,204240431458.08832,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x00133f29e7d424f4e5773532b3fc35d020e9c54e,2.435337781859825,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0014dfac19477a83d7354e6eaac28642c1959398,8.672151626282624e+16,10.0,2.987859022181559e+25,8.283587505699558e+16,11.0,18149.001627910842,18188.824774686094,6.0,9.0,0.0,0.0,0.0
0x001589fe1923c2118f34e4277f2ef650fcbf0161,3758467113608674.5,19.0,4.589487812241804e+25,2176217106689400.8,9.0,1419946916528212.8,0.0,2.0,0.0,0.0,0.0,0.0
0x00159370cbe576b765a7fb2e78582e0cb563d445,2451090777406979.5,10.0,2.5416772114276108e+25,1090721667688074.0,2.0,2348736820286721.5,0.0,7.0,0.0,0.0,0.0,0.0
0x0015b3f0266cd7b1f4105cf8180d37e7bd0ccead,14.143677216766179,1.0,0.0,14.13060358607649,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0016469a65facda9e86fd0ae0e9661128843c224,20668510838.36642,1.0,6.794106228786478e+25,0.0,0.0,4676133673.838557,0.0,1.0,0.0,0.0,0.0,0.0
0x0016dcd1d3c93067dce5bb30dc33258f36d33308,202456720023.76752,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x00183135585d70a523d61b2e43037a7138b36906,1662229387057669.5,15.0,2.0988083579505862e+25,729888321861661.8,16.0,3849790053752160.0,1709073425633665.8,13.0,10.0,0.0,0.0,0.0
0x00184e8aa1e95f491f2d9601e12b540092160ded,102305711108000.1,1.0,1.2377665647854352e+25,102305711108000.1,1.0,24984797105800.02,24984797105800.02,1.0,1.0,0.0,0.0,0.0
0x0018583d7654803d2c59467e10dec5f70bbe1851,260583128.6238107,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x001875a076b3cfe1c9535d76b0345c16e3d61118,2.259609878203447,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0018d044b946ede86b43bb3b964a45772a5abeb9,2.872033114686218e+16,9.0,3.0010121336877015e+25,3.4550149630414836e+16,9.0,1.1215514727063227,1.121345368530205,2.0,2.0,0.0,0.0,0.0
0x0019971fb18fbfc9108d90eb2cdd4d5a0a897eee,0.0,0.0,2.9803688401424744e+25,203832303511953.53,2.0,79.00412443596895,158.72329212505053,1.0,2.0,0.0,0.0,0.0
0x0019bd9f6142943f3a03a8a62d0001a95213f555,126608392264.04059,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x001b024b98ee862aa01eea595c4c16a0213d2611,901292526286305.2,1.0,3.7000625803099502e+25,0.0,0.0,498.74059439622636,0.0,1.0,0.0,0.0,0.0,0.0
0x001bc3cfc3eed892dd6de07807333f2b05c5b4e9,46710787684152.52,10.0,2.8889565290818695e+25,332.4155061071014,9.0,234.87821429900868,235.2622310010467,6.0,7.0,0.0,0.0,0.0
0x001bc97d92e1a30b02d4e75be25f06063555d556,1.1472342231228866e+17,12.0,5.026239515257506e+25,9.969631662068286e+16,14.0,54445.83740909293,54503.63129933802,10.0,9.0,0.0,0.0,0.0
0x001be549fa377710b9e59d57bbdf593ce1e379ca,1586084926828.216,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x001c88d92d199c9eb936ed3d6758da7c48e4d08e,1812428653548.6912,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x001d2a3192a49e28cac0a7abcaa916648c62b982,1565990185332.6885,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x001d4aa3f14b6e0019e5615e9c8eb50659061220,1.1337851305503868,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x001f96b7e19a54ae45f451b0148336504d03fdcf,566.6408226639782,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x001fbfc5e2b56d372d642f5f1b52b5cde4584779,1196303231679944.8,5.0,0.0,323603952335086.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x00202f8f6bb6f100241ce0726922f2bd4c7196ee,0.023605146373711014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0020c5222a24e4a96b720c06b803fb8d34adc0af,0.0,0.0,0.0,2068000.9228473718,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0021be1d33a577bf5ede730a6b5d5d9f878ba7e4,1157956333789.602,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x00222d56e0509a5e9ab05c588c548290a5e9f876,1105702376236.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x002379916ac42a432f3b53f16782d33267debb4c,1188650795292.2617,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0023aa0d5d1675d6ccbe0aff5d6afdd0bc61d2be,2.259609878203447,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0023d9ffe7d793895c5da5833d56c737832ead2b,15.189578905507386,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0023e0f24acc95e838f76f81ab3d69e40b9b1933,5.129981410556754,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0023f4cbb5d47ef377af97fc5c7399b62e31e0ff,3103305498262.0957,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0024461e7a8ce7157866eaa4c24b702d328250ce,0.0,0.0,0.0,1015.376097255415,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0024511a019f836ddd88902bb516b4f0b3a2dcf9,26044090290.244564,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x00246f7813397868b1beec56e1677efa47816dae,7.438978731874704e+18,30.0,4.230096800994041e+25,7.001681424629034e+18,3.0,5.816299443463209e+18,5.472177717614791e+18,9.0,2.0,0.0,0.0,0.0
0x0025a856d01a898bd52286d56c52323b13937b65,142202497421.8183,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x00261d225db379b3fc74cd0228d6f90582d39035,32239917783.138004,1.0,6.7029849523769915e+25,0.0,0.0,4713438272.388597,0.0,1.0,0.0,0.0,0.0,0.0
0x00262ffcfda82b5582d1905ca05b849f196b0419,101.41967361600112,4.0,2.9477739081848456e+25,101.03588165764046,2.0,57.24285810787879,56.95340624693982,3.0,1.0,0.0,0.0,0.0
0x0026bc865efa2fb74d18c3be5a77c780756e50e6,162091424281.99927,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x002729e3173b9fc6abcf03eb2d754b0e2ae4edbd,1.862989298047552,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x002761f50e9c9e98e4ca367ef215f3643eec9dd9,204590866403.1135,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x002775390698ef16589bb22bba37ae7906ae2f36,81790043756761.55,17.0,3.592867449252942e+25,11.659678779087674,1.0,68522936271816.07,3386308266868.168,7.0,5.0,0.0,0.0,0.0
0x0027c6cd01364a3c5d29f72269b36dfe85628193,1.8864509259060727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0027f7335d610f15b325baa5798414548720fcaa,646588504693710.5,6.0,3.877418114835517e+25,4252.486168474447,3.0,1568.6763662421108,1571.6110933811847,2.0,2.0,0.0,0.0,0.0
0x00283b611db7844cb5677b311afd67c8e3078518,7.201520673920151,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x00296e3cb10f1ddf6be160aa9722d7a288957b66,37375320100.34612,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0029ab135b5be72168bf80f140d60a9264dbd0c5,2123490954986.433,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x002a63fb3bb81ccc222e2d8192eb95a5767a2151,1.1058755718750977,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x002aea16059a7d4bef638a03b61a9e80ef07e745,2085940883981687.2,12.0,5.638797484158985e+25,2448877380235483.0,14.0,962299598210510.2,583822.8517532286,10.0,5.0,0.0,0.0,0.0
0x002bb13a55bf4525f02717708dd4534ecc475193,3.1415513028579416,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x002c77a71d54e6da4b28690fe1676752a74a67eb,1.1597473478486582,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x002cd2707daccbd5f3f192a565fca0a2cea021a6,354758737505.12683,2.0,3.41613749276245e+25,5.126801487401542,1.0,2.7225309172016465,2.7225309172016465,1.0,1.0,0.0,0.0,0.0
0x002d2715b179d0db3e17cc28317a98f2f65e6884,1.7170246815323565e+17,98.0,6.603987481279373e+25,1.3314047129011629e+17,53.0,3.1579052641518684e+16,1.31216618894225e+16,64.0,38.0,0.0,0.0,0.0
0x002d59b6a7b3483c8c1ef38c90cbe7790aeaea50,1058311089277.293,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x002dcc4d0ad0bdce1c444ad0bb4d51ac7e61d62b,7541229326265332.0,5.0,3.623332019702631e+25,1506.8694822364216,3.0,4507.462083128547,1386.1038316551262,5.0,16.0,0.0,0.0,0.0
0x002de04d579930686698abab5f48bda0b24fb9fc,4.557611237307445e+16,32.0,3.292320749346729e+25,3.302132320366511e+16,25.0,43067.64650300531,43774.10099962049,13.0,15.0,0.0,0.0,0.0
0x002e5e69ae7c8999834ee24aeb5c26ad05433820,8185806955103062.0,1.0,1.2265134561661248e+26,8185806955103062.0,1.0,2495533267242660.0,2495533267242660.0,1.0,1.0,0.0,0.0,0.0
0x002e7ea05d6721a04cd36ab5e9f2c72338d7f7f3,15.030517322502183,1.0,0.0,85348850040967.55,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x002eba74e10ff40a1bc1cfa2b9684f9e28f8dea7,0.012361424916557983,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x002f93d5a1ca66a2a64b490bd0a0291c1a1c02b6,7103870377338912.0,61.0,3.6920890974302063e+25,1938885409178347.5,9.0,144771635867722.7,2528.028174943289,26.0,12.0,0.0,0.0,0.0
0x0030040e8d836ac3e546c354f9b373e70a14deeb,0.0,0.0,0.0,44888.71384039049,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x00301da1d3b20fd6b8451a791a8b1a5e20599fb8,1.6297731895335112e+16,35.0,3.89828561712848e+25,0.0,0.0,4916033571209253.0,0.0,23.0,0.0,0.0,0.0,0.0
0x00305f0dc87d6bf12ac07e37ac0d2336d5906b93,1815047297099.417,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x003064605a8677d5b2e8def620ac67d8f1f1b5ed,196.7159780669421,1.0,0.0,197.00198284009699,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x003094a91a3b5523bc601b221f80183bd347e9ae,2.259609878203447,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0030a2c2268c9faafeae8ea22802db8b3c87f82c,47687924494.83425,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0030d58fd7c5af92c6e9bbf4d06255b6a9d1490a,9.476929623780603e+16,37.0,3.375470089143589e+25,9.426625356569142e+16,8.0,5.475406080928501e+16,5.383964951151901e+16,11.0,11.0,0.0,0.0,0.0
0x0030de8f624d2b2513c6dbbff788bb109b80304d,1003158605461.1733,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0030e3b40e23f92bd064457fd1fb848482a0bde5,9008727.638327206,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0030ee334630838ea4dee0b4b6ecbc973529031f,3999417260580613.5,8.0,5.891837204082856e+25,0.0,0.0,765181863758253.6,1816.91479412184,7.0,1.0,0.0,0.0,0.0
0x0031fc2cc920357b9767ab93200c5bf69c43e8e7,1051909375190.0907,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x00326e37cef76788f6b0cf643c94481d60bd3d58,26554821136395.52,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x00329e92ed6fd0a0ef76da9c476d51faeb6b26a0,3.191776574420885e+18,179.0,5.549328925365576e+25,5.5282333842102675e+17,42.0,5.323129221099344e+18,1.0555085071823899e+18,154.0,148.0,0.0,0.0,0.0
0x003325d3054cd7668fb16f19ea11bae6d02a474c,0.0,0.0,0.0,2015703.4790075948,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0034baeeb160a5f1032b6d124d3e87cc94d74e62,6.056302461641713e+19,59.0,8.92246408886485e+25,6.058051363737466e+19,37.0,3.5059576652626915e+19,3.5021753381240435e+19,45.0,21.0,0.0,0.0,0.0
0x0034d2a08772822866b08d2c585e5c8e25723760,648774022183481.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0034daf2e65f6ef82bc6f893dbbfd7c232a0e59c,0.0,0.0,0.0,1.4421785198227437e+17,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0035e2e614e53a5ebf5a518dede926a7fcec4f91,2563293013287098.0,14.0,6.940743309853485e+25,1725.3034179860115,2.0,558877618717347.5,914.9663936533416,8.0,2.0,0.0,0.0,0.0
0x0036472d3ca5e7ab22477d62682b2a3d9436d328,10238696481329.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0036534c48a754163f0f446601f36bcfda840f57,2736446545362116.5,7.0,4.440160198496868e+25,1412394430155512.8,5.0,161727752405438.12,149271603816964.4,8.0,7.0,0.0,0.0,0.0
0x00368bb9dba2ee83f3553feae59710b9c3743e09,2664374365870701.5,9.0,8.485167920224494e+25,200.8252582175331,1.0,788567236346894.1,0.0,1.0,0.0,0.0,0.0,0.0
0x0036a2f1f6136bb9d7992f7def692126a279e702,1014717431814.5306,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0036a3f98bc84afb07fe42421f5a14cfe3c33219,3252077668192559.0,9.0,5.351138032745342e+25,807788895641714.9,6.0,2412894443761522.0,1406598403450859.5,14.0,14.0,0.0,0.0,0.0
0x0036bc671c03460dec7d0ab24f45df0cf33d042b,1405622698906991.5,4.0,3.954011354506969e+25,1452637120260027.5,4.0,428562340208470.5,447136694985124.4,2.0,2.0,0.0,0.0,0.0
0x0037643e4ec2b622270676e9e7aa163b261cfb79,1.8382403652310029,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0037aca1c1c45787a95c11dfaabed6308dc2ff80,49782.89705733511,3.0,0.0,49619.70453964826,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0037daf6fb154db55110ced85cb4ba9e1204ca17,55655615174069.04,7.0,7.866402619761732e+25,15795076152212.787,7.0,84007009788684.84,0.0,13.0,0.0,0.0,1.0,1.0
0x0038281701bf3f51fdbb18903c6e18776780a9a1,1.0939297118855962,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
